Level,Date and Time,Source,Event ID,Task Category
Error,7/17/2018 5:36:55 PM,Microsoft-Windows-DistributedCOM,10010,None,The server {C66CD07A-28F4-4E86-BBBF-A84DEEE4BD3D} did not register with DCOM within the required timeout.
Error,7/17/2018 5:36:55 PM,Microsoft-Windows-DistributedCOM,10010,None,The server {C66CD07A-28F4-4E86-BBBF-A84DEEE4BD3D} did not register with DCOM within the required timeout.
Error,7/17/2018 5:36:55 PM,Microsoft-Windows-DistributedCOM,10010,None,The server {C66CD07A-28F4-4E86-BBBF-A84DEEE4BD3D} did not register with DCOM within the required timeout.
Error,7/17/2018 5:36:55 PM,Microsoft-Windows-DistributedCOM,10010,None,The server {C66CD07A-28F4-4E86-BBBF-A84DEEE4BD3D} did not register with DCOM within the required timeout.
Error,7/17/2018 5:36:54 PM,Microsoft-Windows-DistributedCOM,10010,None,The server {C66CD07A-28F4-4E86-BBBF-A84DEEE4BD3D} did not register with DCOM within the required timeout.
Warning,7/17/2018 5:34:57 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name nzwtxwakt timed out after none of the configured DNS servers responded.
Information,7/17/2018 5:33:46 PM,Microsoft-Windows-GroupPolicy,1501,None,The Group Policy settings for the user were processed successfully. There were no changes detected since the last successful processing of Group Policy.
Information,7/17/2018 5:33:29 PM,Microsoft-Windows-GroupPolicy,1500,None,The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy.
Information,7/17/2018 5:18:34 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,7/17/2018 5:16:10 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,7/17/2018 5:05:16 PM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Information,7/17/2018 4:31:09 PM,BROWSER,8032,None,The browser service has failed to retrieve the backup list too many times on transport \Device\NetBT_Tcpip_{D8E1E31A-6CDC-4DF9-A781-06398854202A}. The backup browser is stopping.
Warning,7/17/2018 4:30:09 PM,BROWSER,8021,None,"The browser service was unable to retrieve a list of servers from the browser master \\45430CBASS-W7 on the network \Device\NetBT_Tcpip_{D8E1E31A-6CDC-4DF9-A781-06398854202A}.
 
 Browser master: \\45430CBASS-W7
 Network: \Device\NetBT_Tcpip_{D8E1E31A-6CDC-4DF9-A781-06398854202A}
 
 This event may be caused by a temporary loss of network connectivity. If this message appears again, verify that the server is still connected to the network. The return code is in the Data text box."
Information,7/17/2018 4:18:38 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,7/17/2018 4:16:07 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,7/17/2018 4:12:39 PM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Information,7/17/2018 4:02:30 PM,Microsoft-Windows-GroupPolicy,1500,None,The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy.
Information,7/17/2018 3:54:20 PM,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Error,7/17/2018 3:54:19 PM,Microsoft-Windows-Eventlog,40,None,The event logging service encountered an error when attempting to apply one or more policy settings.
Information,7/17/2018 3:54:18 PM,Microsoft-Windows-GroupPolicy,1502,None,The Group Policy settings for the computer were processed successfully. New settings from 21 Group Policy objects were detected and applied.
Information,7/17/2018 3:53:47 PM,Microsoft-Windows-GroupPolicy,1501,None,The Group Policy settings for the user were processed successfully. There were no changes detected since the last successful processing of Group Policy.
Warning,7/17/2018 3:50:38 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name deser timed out after none of the configured DNS servers responded.
Warning,7/17/2018 3:20:03 PM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Information,7/17/2018 3:18:22 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,7/17/2018 3:16:05 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,7/17/2018 2:58:18 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Settings\settings.dat was cleared updating 137 keys and creating 11 modified pages.
Information,7/17/2018 2:44:11 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,7/17/2018 2:43:59 PM,Microsoft-Windows-Ntfs,98,None,Volume Windows (\Device\HarddiskVolumeShadowCopy49) is healthy.  No action is needed.
Information,7/17/2018 2:42:10 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,7/17/2018 2:36:13 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,7/17/2018 2:34:04 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,7/17/2018 2:31:30 PM,Microsoft-Windows-GroupPolicy,1500,None,The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy.
